genres,id,keywords,title,overview,cast,director,combined
"['action', 'crime', 'drama']",10623,"['robbery', 'diamant', 'intelligence']",cradle 2 the grave,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.","['jetli', 'dmx', 'kellyhu']",andrzejbartkowiak,"[ ' r o b b e r y ' ,   ' d i a m a n t ' ,   ' i n t e l l i g e n c e ' ] [ ' j e t l i ' ,   ' d m x ' ,   ' k e l l y h u ' ] andrzejbartkowiak [ ' a c t i o n ' ,   ' c r i m e ' ,   ' d r a m a ' ]"
['drama'],590,"['londonengland', 'suicide', 'gay']",the hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.","['nicolekidman', 'juliannemoore', 'merylstreep']",stephendaldry,"[ ' l o n d o n e n g l a n d ' ,   ' s u i c i d e ' ,   ' g a y ' ] [ ' n i c o l e k i d m a n ' ,   ' j u l i a n n e m o o r e ' ,   ' m e r y l s t r e e p ' ] stephendaldry [ ' d r a m a ' ]"
"['comedy', 'drama', 'family']",9655,"['roommate', 'twinsister', 'sport']",she's the man,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.","['amandabynes', 'channingtatum', 'lauraramsey']",andyfickman,"[ ' r o o m m a t e ' ,   ' t w i n s i s t e r ' ,   ' s p o r t ' ] [ ' a m a n d a b y n e s ' ,   ' c h a n n i n g t a t u m ' ,   ' l a u r a r a m s e y ' ] andyfickman [ ' c o m e d y ' ,   ' d r a m a ' ,   ' f a m i l y ' ]"
"['family', 'comedy']",1268,"['holiday', 'france', 'filmdirector']",mr. bean's holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.","['rowanatkinson', 'maxbaldry', 'emmadecaunes']",stevebendelack,"[ ' h o l i d a y ' ,   ' f r a n c e ' ,   ' f i l m d i r e c t o r ' ] [ ' r o w a n a t k i n s o n ' ,   ' m a x b a l d r y ' ,   ' e m m a d e c a u n e s ' ] stevebendelack [ ' f a m i l y ' ,   ' c o m e d y ' ]"
"['adventure', 'action', 'horror']",11237,"['snake', 'expedition', 'traitor']",anacondas: the hunt for the blood orchid,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.","['johnnymessner', 'kadeestrickland', 'matthewmarsden']",dwighth.little,"[ ' s n a k e ' ,   ' e x p e d i t i o n ' ,   ' t r a i t o r ' ] [ ' j o h n n y m e s s n e r ' ,   ' k a d e e s t r i c k l a n d ' ,   ' m a t t h e w m a r s d e n ' ] dwighth.little [ ' a d v e n t u r e ' ,   ' a c t i o n ' ,   ' h o r r o r ' ]"
"['thriller', 'crime', 'drama']",190955,[],blood ties,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.","['cliveowen', 'billycrudup', 'marioncotillard']",guillaumecanet,"[ ] [ ' c l i v e o w e n ' ,   ' b i l l y c r u d u p ' ,   ' m a r i o n c o t i l l a r d ' ] guillaumecanet [ ' t h r i l l e r ' ,   ' c r i m e ' ,   ' d r a m a ' ]"
['drama'],5123,"['date', 'lossofson', 'loveatfirstsight']",august rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.","['freddiehighmore', 'kerirussell', 'jonathanrhysmeyers']",kirstensheridan,"[ ' d a t e ' ,   ' l o s s o f s o n ' ,   ' l o v e a t f i r s t s i g h t ' ] [ ' f r e d d i e h i g h m o r e ' ,   ' k e r i r u s s e l l ' ,   ' j o n a t h a n r h y s m e y e r s ' ] kirstensheridan [ ' d r a m a ' ]"
"['drama', 'history']",4518,"['duke', 'historicalfigure', 'treason']",elizabeth,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.","['cateblanchett', 'geoffreyrush', 'christophereccleston']",shekharkapur,"[ ' d u k e ' ,   ' h i s t o r i c a l f i g u r e ' ,   ' t r e a s o n ' ] [ ' c a t e b l a n c h e t t ' ,   ' g e o f f r e y r u s h ' ,   ' c h r i s t o p h e r e c c l e s t o n ' ] shekharkapur [ ' d r a m a ' ,   ' h i s t o r y ' ]"
"['horror', 'comedy']",11932,"['route66', 'puppet', 'evildoll']",bride of chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.","['edgale', 'jennifertilly', 'braddourif']",ronnyyu,"[ ' r o u t e 6 6 ' ,   ' p u p p e t ' ,   ' e v i l d o l l ' ] [ ' e d g a l e ' ,   ' j e n n i f e r t i l l y ' ,   ' b r a d d o u r i f ' ] ronnyyu [ ' h o r r o r ' ,   ' c o m e d y ' ]"
"['history', 'action', 'drama']",11165,"['japan', 'worldwarii', 'pearlharbor']",tora! tora! tora!,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.","['martinbalsam', 'sôyamamura', 'josephcotten']",richardfleischer,"[ ' j a p a n ' ,   ' w o r l d w a r i i ' ,   ' p e a r l h a r b o r ' ] [ ' m a r t i n b a l s a m ' ,   ' s ô y a m a m u r a ' ,   ' j o s e p h c o t t e n ' ] richardfleischer [ ' h i s t o r y ' ,   ' a c t i o n ' ,   ' d r a m a ' ]"
"['adventure', 'fantasy', 'drama']",6116,"['pop', 'popculture', 'popstar']",spice world,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.","['victoriabeckham', 'melaniebrown', 'emmabunton']",bobspiers,"[ ' p o p ' ,   ' p o p c u l t u r e ' ,   ' p o p s t a r ' ] [ ' v i c t o r i a b e c k h a m ' ,   ' m e l a n i e b r o w n ' ,   ' e m m a b u n t o n ' ] bobspiers [ ' a d v e n t u r e ' ,   ' f a n t a s y ' ,   ' d r a m a ' ]"
['comedy'],57431,"['babysitter', 'duringcreditsstinger']",the sitter,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.","['samrockwell', 'jonahhill', 'maxrecords']",davidgordongreen,"[ ' b a b y s i t t e r ' ,   ' d u r i n g c r e d i t s s t i n g e r ' ] [ ' s a m r o c k w e l l ' ,   ' j o n a h h i l l ' ,   ' m a x r e c o r d s ' ] davidgordongreen [ ' c o m e d y ' ]"
"['action', 'comedy', 'music']",21724,"['rapmusic', 'hip-hop']",dance flick,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.","['shoshanabush', 'damonwayansjr.', 'essenceatkins']",damiendantewayans,"[ ' r a p m u s i c ' ,   ' h i p - h o p ' ] [ ' s h o s h a n a b u s h ' ,   ' d a m o n w a y a n s j r . ' ,   ' e s s e n c e a t k i n s ' ] damiendantewayans [ ' a c t i o n ' ,   ' c o m e d y ' ,   ' m u s i c ' ]"
"['drama', 'crime']",278,"['prison', 'corruption', 'policebrutality']",the shawshank redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","['timrobbins', 'morganfreeman', 'bobgunton']",frankdarabont,"[ ' p r i s o n ' ,   ' c o r r u p t i o n ' ,   ' p o l i c e b r u t a l i t y ' ] [ ' t i m r o b b i n s ' ,   ' m o r g a n f r e e m a n ' ,   ' b o b g u n t o n ' ] frankdarabont [ ' d r a m a ' ,   ' c r i m e ' ]"
"['adventure', 'comedy']",9290,"['crocodile', 'trafficjam', 'losangeles']",crocodile dundee in los angeles,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent","['paulhogan', 'lindakozlowski', 'jereburns']",simonwincer,"[ ' c r o c o d i l e ' ,   ' t r a f f i c j a m ' ,   ' l o s a n g e l e s ' ] [ ' p a u l h o g a n ' ,   ' l i n d a k o z l o w s k i ' ,   ' j e r e b u r n s ' ] simonwincer [ ' a d v e n t u r e ' ,   ' c o m e d y ' ]"
['comedy'],11543,"['sport', 'handicap', 'sexualfavor']",kingpin,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.","['woodyharrelson', 'randyquaid', 'vanessaangel']",bobbyfarrelly,"[ ' s p o r t ' ,   ' h a n d i c a p ' ,   ' s e x u a l f a v o r ' ] [ ' w o o d y h a r r e l s o n ' ,   ' r a n d y q u a i d ' ,   ' v a n e s s a a n g e l ' ] bobbyfarrelly [ ' c o m e d y ' ]"
"['thriller', 'crime', 'drama']",284536,"['gambling', 'gun', 'professor']",the gambler,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.","['markwahlberg', 'johngoodman', 'brielarson']",rupertwyatt,"[ ' g a m b l i n g ' ,   ' g u n ' ,   ' p r o f e s s o r ' ] [ ' m a r k w a h l b e r g ' ,   ' j o h n g o o d m a n ' ,   ' b r i e l a r s o n ' ] rupertwyatt [ ' t h r i l l e r ' ,   ' c r i m e ' ,   ' d r a m a ' ]"
"['comedy', 'drama']",152737,"['suicide', 'drugaddiction', 'funeral']",august: osage county,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.","['merylstreep', 'juliaroberts', 'chriscooper']",johnwells,"[ ' s u i c i d e ' ,   ' d r u g a d d i c t i o n ' ,   ' f u n e r a l ' ] [ ' m e r y l s t r e e p ' ,   ' j u l i a r o b e r t s ' ,   ' c h r i s c o o p e r ' ] johnwells [ ' c o m e d y ' ,   ' d r a m a ' ]"
"['drama', 'comedy', 'family']",13374,"['sport', 'figureskating', 'teenagegirl']",ice princess,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.","['michelletrachtenberg', 'joancusack', 'amystewart']",timfywell,"[ ' s p o r t ' ,   ' f i g u r e s k a t i n g ' ,   ' t e e n a g e g i r l ' ] [ ' m i c h e l l e t r a c h t e n b e r g ' ,   ' j o a n c u s a c k ' ,   ' a m y s t e w a r t ' ] timfywell [ ' d r a m a ' ,   ' c o m e d y ' ,   ' f a m i l y ' ]"
['comedy'],8976,"['newyork', 'shyness', 'career']",a lot like love,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?","['ashtonkutcher', 'amandapeet', 'aimeegarcia']",nigelcole,"[ ' n e w y o r k ' ,   ' s h y n e s s ' ,   ' c a r e e r ' ] [ ' a s h t o n k u t c h e r ' ,   ' a m a n d a p e e t ' ,   ' a i m e e g a r c i a ' ] nigelcole [ ' c o m e d y ' ]"
"['comedy', 'drama', 'history']",319888,"['underdog', 'olympicgames', 'skijump']",eddie the eagle,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.","['taronegerton', 'hughjackman', 'christopherwalken']",dexterfletcher,"[ ' u n d e r d o g ' ,   ' o l y m p i c g a m e s ' ,   ' s k i j u m p ' ] [ ' t a r o n e g e r t o n ' ,   ' h u g h j a c k m a n ' ,   ' c h r i s t o p h e r w a l k e n ' ] dexterfletcher [ ' c o m e d y ' ,   ' d r a m a ' ,   ' h i s t o r y ' ]"
['drama'],9469,"['prison', 'fathersonrelationship', 'homicide']",he got game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,"['denzelwashington', 'rayallen', 'millajovovich']",spikelee,"[ ' p r i s o n ' ,   ' f a t h e r s o n r e l a t i o n s h i p ' ,   ' h o m i c i d e ' ] [ ' d e n z e l w a s h i n g t o n ' ,   ' r a y a l l e n ' ,   ' m i l l a j o v o v i c h ' ] spikelee [ ' d r a m a ' ]"
"['romance', 'drama', 'comedy']",1909,"['sexaddiction', 'love', 'mentalinstitution']",don juan demarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.","['johnnydepp', 'marlonbrando', 'fayedunaway']",jeremyleven,"[ ' s e x a d d i c t i o n ' ,   ' l o v e ' ,   ' m e n t a l i n s t i t u t i o n ' ] [ ' j o h n n y d e p p ' ,   ' m a r l o n b r a n d o ' ,   ' f a y e d u n a w a y ' ] jeremyleven [ ' r o m a n c e ' ,   ' d r a m a ' ,   ' c o m e d y ' ]"
